ID;type;description;nbAns;Answer1;Answer2;Answer3;Answer4;Answer5;Answer6;Answer7;Answer8;Answer9;Answer10;Answer11;Valid1;Valid2;Valid3;Valid4;Valid5;Valid6;Valid7;Valid8;Valid9;Valid10;Valid11
1103;SAP; Which type of view cannot be used in a search help?;1;Database view;Maintenance view;Help view;Candidates key view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1104;SAP; Which ABAP statement can make an element visible that you statically defined as invisible?;1;SCREEN-INVISIBLE = 1;SCREEN-ACTIVE = 1;SCREEN-ACTIVE = 0;SCREEN-INVISIBLE = 0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1105;SAP; Which of the following statements about the Object Navigator are true?;4;ABAP programs can be displayed and edited in the Object Navigator.;Screens can be displayed and edited in the Object Navigator.;Menus can be displayed and edited in the Object Navigator.;You can create BAdI implementations in the Object Navigator.;You can create customer projects (Transaction CMOD) in the Object Navigator.;The ABAP Dictionary can be maintained in the Object Navigator.;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;1;NULL;NULL;NULL;NULL;NULL
1106;SAP; Which of the following characters is the first of a menu exit function code?;1;-;&;+;*;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1107;SAP; What will happen at runtime when accessing a buffered table?;1;All SELECT statements will read data from the buffer.;If data is read from the table buffer', ' the existing indexes are not used.;Following an update to a buffered record', ' all table buffers in the system will be updated.;If table data is read using indexes', ' the table buffer will not be filled.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1108;SAP; What is data binding?;1;Connecting an outbound plug on one view to the inbound plug of another view;Connecting one Web Dynpro component to another Web Dynpro component;Connecting a context node in one controller to a context node in another controller;Connecting the values of user interface elements to the context attributes of the corresponding controller;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1109;SAP; Which of the following is a true statement?;2;A sorted table can have a unique or a non-unique key.;A standard table should always have a unique key.;A hashed table should always have a unique table key.;A standard table should always have a multiple key.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1110;SAP; How many work areas are available in the Debugger?;1;7;9;12;15;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1111;SAP; Which of the following standard types is numeric?;3;I;P;F;Decfloat32;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1112;SAP; You have created a screen on which the user enters data that is to be inserted into table T1. How do you ensure that the content of field F in table T1 is checked against table T2?;1;Create a foreign key for the assigned field of field F of table T1 in table T2 and make table T2 the check table.;Create a foreign key for field F of table T1 and make table T2 the check table.;Create a foreign key for the assigned field of field F of table T1 in table T2 and make table T1 the check table.;Create a foreign key for field F of table T1 and make table T2 the foreign key table;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1113;SAP; Which additions to the PARAMETERS statement can you use to fill the input field on the selection screen with a suggested value?;2;MEMORY ID;MODIF ID;VALUE-CHECK;DEFAULT;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1114;SAP; What is the difference between the INITIALIZATION and AT SELECTION-SCREEN OUTPUT events?Please choose the correct answer;NULL;- INITIALIZATION can overwrite the default value of a PARAMETERS field;- AT SELECTIION-SCREEN OUTPUT can overwrite the default values of a PARAMETERS field;- INITIALIZATION cannot change pushbutton texts;- AT SELECTION-SCREEN OUTPUT can change pushbutton texts;- INITIALIZATION is only processed once.;- AT SELECT-SCREEN OUTPUT can be processed multiple times;- INITIALIZATION can change the properties of the screen fields;- AT SELECTION-SCREEN OUTPUT cannot change the properties of the screen field;NULL;NULL;NULL;0;0;0;0;1;0;0;0;NULL;NULL;NULL
1115;SAP; Subroutines provide which types of parameters?;2;Input;Output;Input/output (changing);Return values;Exceptions;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1116;SAP; Which of the following functions does the ABAP Dispatcher perform?;2;It directs HTTP requests from an SAP system to a web server.;It enables communication between SAP systems and external application systems.;It distributes user requests among available work processes.;It communicates with other instances in the system.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1117;SAP; You implemented a subclass that inherits the instance constructor from it superclass�What can you do with the inherited constructor?Note: Answers of this question are not verified by our experts', ' please study yourself and select the appropriate answers.;2;Create several implementations;Change the name;Change the signature;Redefine the implementation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1118;SAP; Which of the following can you do with the SAP code inspector?;1;Monitor runtime behavior;Monitor background tasks;Perform static code checks;Analyze runtime data.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1119;SAP; Which of the following can you define in the technical settings of a transparent table?;3;Buffering type;Size category;Data class;Table name;Delivery class;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL
1120;SAP; What do you need to consider when creating a secondary index on a table?;2;The index must always be unique;The table will be updated more quickly if you create more indexes;The most frequently selected fields should be at the first positions in the index;The index can be created for specific database systems only;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1121;SAP; You write the following ABAP statement:SELECT SINGLE carrid', ' connid', ' cityfrom', ' cityto FROM spfliINTO @gs_spfliWHERE carrid = @pa_car AND connid = @pa_con.How are the selected fields placed into target structure gs_spfli?;1;From left to right;Into fields with the same type;Into fields with the same name and same type;Into fields with the same name;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1122;SAP; What pre-defined ABAP data type is deep?;1;DECFLOAT34;STRING;X;N;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1123;SAP; In which modularization units can you use parameters?;3;Event blocks such as START-OF-SELECTION;Function modules;Subroutines;Dialog modules such as PBO modules;Methods;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1124;SAP; Which of the following statements are correct? ;3;The SELECT-OPTIONS statement creates an internal table with a header line. The internal table is also known as the selection table.;The structure of the selection table created with SELECT-OPTIONS has four components: SIGN', ' OPTION', ' LOW', ' and HIGH.;You can use the addition NO-DISPLAY to hide the input field on the selection screen.;You can only specify default values for the LOW and HIGH fields of the SELECT-OPTIONS input field.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1125;SAP; You have to overwrite spaces in a string with the letter �A�.Which of the following statements can you use?;3;SHIFT LEFT;OVERLAY;TRANSLATE;CONDENSE;REPLACE;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1126;SAP; Which of the following are table buffering types?;3;Primary-key;Generic;Single-record;Full;Column-store;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1127;SAP; You want to develop a program that processes character type data. When you implement the program', ' you can either use the classical string statements or the newer strings expressions and functionsWhat are the main benefits of using string expressions and string functions?;2;You can write compact syntax instead of a long sequence of statements;You can reduce the number of intermediate variables;You can improve the performance significantly;You can write code that is very easy to read and understand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1128;SAP; When included in a structure', ' which elementary field types allow the structure to be considered a character-type data object?;4;C;D;F;I;N;STRING;T;X;XSTRING;NULL;NULL;1;1;0;0;1;0;1;0;0;NULL;NULL
1129;SAP; You define a database view A and maintenance view B in the ABAP dictionary.What restrictions apply to these views?;2;Only A can be used in the FROM clause of a SELECT statement;The tables joined in A must have foreign key relationships;The tables joined in B must have foreign key relationships;Only B can have either a left outer join or an inner join;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1130;SAP; What is unique about a singleton?;2;It must be instantiated using a private instance constructor.;It must be instantiated using a public instance constructor.;It must be instantiated using a protected instance constructor.;must be instantiated using a static private constructor.;It must be instantiated using a static public constructor.;It must be instantiated using a static protected constructor.;It must be defined as FINAL.;It cannot be defined as FINAL.;NULL;NULL;NULL;0;0;0;1;0;0;1;0;NULL;NULL;NULL
1131;SAP; How can you add a session breakpoint to your program?;2;Set a breakpoint in the ABAP editor;Execute command /h;Set a breakpoint in the ABAP editor and select Save.;Set a breakpoint in the ABAP debugger and press F8;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1132;SAP; For a given date(variable lv_date)', ' you want to find all the connections from Frankfurt to Sydney with exactly one stopover. You want to fly from the stopover city to Sydney on the same day you arrive in the stopover city.Table ZFLIGHTS hold the following information about flights.-flightid: primary key-cityfrom:departure city-datefrom: departure date-timefrom:departure time-cityto:destination city-dateto:destination date-timeto:destination timeWhich of the following Open SQL Queries can you use to find all the possible stopover cities?;1;"SELECT DISTINCT cityto INTO TABLE lt_cities FROM zflights AS destinati;"SELECT cityto INTO TABLE lt_cities FROM zflights AS destinati;SELECT cityfrom INTO TABLE lt_cities FROM zflights AS destination WHERE cityto IN (SELECT DISTINCT cityfrom FROM zflights WHERE dateto = destination~datefrom AND timeto < destination~timefrom AND cityfrom = �FRANKFURT� AND datefrom = lv_date ) AND destination~cityto = �Sydney�;SELECT DISTINCT cityfrom INTO TABLE lt_cities FROM zflights AS destination WHERE cityfrom IN (SELECT cityto FROM zflights WHERE dateto = destination~datefrom AND timeto < destination~timefrom AND cityfrom = �FRANKFURT� AND datefrom = lv_date ) AND destination~cityto = �Sydney�;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1133;SAP; Which of the following are incorrect statements?;2;TYPES: carrid_ty LIKE spfli-s-carr_id.;TYPES: werks TYPE C LENGTH 4.;TYPES: date_ty TYPE D LENGTH 10.;TYPES: Str TYPE STRING LENGTH 20.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1134;SAP; Which statements are true about a class that has granted friendship to another class?;4;The friend has access to private attributes.;The friend has access to protected attributes.;The friend has access to public attributes.;All classes the friend has granted friendship access status to also have the same access.;All classes that inherit from the friend (subclasses) also have the same access.;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1135;SAP; Which hook method exists for all controller types?;1;wddoonclose( );wddoinit( );wddobeforenavigation( );wddoonopen( );NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1136;SAP; The code of an executable program does NOT contain any event keywords. What event block does the code belong to?;1;START-OF-SELECTION;INITIALIZATION;AT SELECTION-SCREEN;LOAD-OF-PROGRAM;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1137;SAP; When analyzing a program', ' which tasks can you perform using the code inspector?;3;Discover unused variables.;Execute the extended program check;Determine used database tables.;Inspect the memory consumption;Evaluate the time needed for program execution.;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL
1138;SAP; You call a lock module.�Which exceptions could the lock module raise when a logical lock CANNOT be set?;2;CX_SY_OPEN_SQL_ERROR;SYSTEM_FAILURE;FOREIGN_LOCK;CX_SY_DATA_ACCESS_ERROR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1139;SAP; Which of the following is a true statement?;3;All customer repository objects have to be assigned to a package.;Packages use interfaces and visibility to make their elements visible to other packages.;The transport layer is a mandatory input field for the package.;A package can be nested.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1140;SAP; The software component for a customer package can be...;1;HOME;Any SAP software component (i.e.', ' SAP_APPL', ' SAP_BASIS', ' SAP_HR', ' etc.);Application Layer;Database layer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1141;SAP; What type of ABAP Dictionary view is implemented as an INNER JOIN?;1;Database view;Projection view;Help view;Maintenance view;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1142;SAP; What process is used to establish the automatic transport of data between the view controller's context-attributes and the UI element in its layout?;1;Context mapping;Data migration;Data binding;View assembly;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1143;SAP; In a subclass', ' you want to redefine a method of the super class. Which of the following conditions must be fulfilled?;2;The subclass method has a lower visibility than the super class method;The super class method is abstract;The superclass method is an instance method;The subclass method has same visibility as the super class method;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1144;SAP; What is the difference between the INITIALIZATION and AT SELECTION-SCREEN OUTPUT events?Please choose the correct answer;NULL;- INITIALIZATION can overwrite the default value of a PARAMETERS field;- AT SELECTIION-SCREEN OUTPUT can overwrite the default values of a PARAMETERS field;- INITIALIZATION cannot change pushbutton texts;- AT SELECTION-SCREEN OUTPUT can change pushbutton texts;- INITIALIZATION is only processed once.;- AT SELECT-SCREEN OUTPUT can be processed multiple times;- INITIALIZATION can change the properties of the screen fields;- AT SELECTION-SCREEN OUTPUT cannot change the properties of the screen field;NULL;NULL;NULL;0;0;0;0;1;0;0;0;NULL;NULL;NULL
1145;SAP; Which of the following components belong to the SAP application layer?;2;ABAP dispatcher;Database server;SAP GUI;Database interface;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1146;SAP; Which of the following enhancements calls a customer function module.;2;Customer exit;User exit;Business Transaction event;Business Add-in (BADIs);NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1147;SAP; Each ABAP program that actually contains executable statements�;2;Is divided into processing blocks.;Assigns every executable statement to a processing block regardless of it being in a processing block.;Only assigns executable statements in a processing block to a processing block.;Uses event blocks to trigger events in ABAP.;Has declarative statements outside of processing blocks that are considered local.;Has declarative statements inside of processing blocks that are considered local.;Can be tested from the ABAP Workbench by pressing (F8).;NULL;NULL;NULL;NULL;1;1;0;0;0;0;0;NULL;NULL;NULL;NULL
1148;SAP; Which of the following are true statements?;3;Table fields can be assigned to a data element.;Table fields can be assigned to an ABAP Dictionary data type directly.;Search helps can be defined for a table field that is assigned to a predefined data type.;A reference table and field are required for fields with the data types QUAN and CURR.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1149;SAP; What is the purpose of the enqueuer work process?;1;It processes update requests.;It processes requests triggered by an active user.;It processes logical locks requests.;It processes requests for a print output;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1150;SAP; Where are fixed values for fields stored?;1;Table;Structure;Field;Data element;Domain;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1151;SAP; You have the following class definition:CLASS lei_airplane DEFINITION.PUBLIC SECTION. METHODSset_passengers.PROTECTED SECTION.CONSTANTS:c_pos type ivalue 100. METHODS: get_passengers.PRIVATE SECTION.DATA: nw_passengers TYPEi. METHODS: set_attributes.ENDCLASS.Which components can be addressed directly from a subclass of classic_airplane?;3;SET_ATTRIBUTES;SET_PASSENGERS;MV_ PASSENGERS;GET_PASSENGERS;C_POS;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;1;NULL;NULL;NULL;NULL;NULL;NULL
1152;SAP; In which controller type can you embed a service call?;1;Component controller;Interface controller;View controller;Configuration controller;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1153;SAP; When do you need to use the GROUP BY clause in the SELECT statement?;1;If you want to redefine the sequence of the columns in the result set;If you want to use aggregate functions and all components in the field list are aggregate functions;If you want to use ORDER BY to specify a sub-order;If you want to use aggregate functions and at least one component in the field list is a column identifier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1154;SAP; Which method of passing parameters is preferred for its performance?;1;Pass by reference;Pass by value;Pass by class;Pass by subclass;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1155;SAP; Which of the following must you do to be able to use a Business Add-in(BADI)?;2;Activate the enhancement project;Write code for methods;Modify the adapter class;Create the BADI implementation;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1156;SAP; Which options are valid Open SQL?;3;FULL JOIN;LEFT OUTER JOIN;INNER JOIN;RIGHT OUTER JOIN;CROSS JOIN;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1157;SAP; Which enhancements can provide a screen exit?;3;Explicit enhancement sections;New BAdIs;Classic BAdIs;Customer exits;Explicit enhancement points;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1158;SAP; Which of the following generic types can you use to define a field symbol that will be assigned to a character string?;3;Type xsequence;Type any;Type clike;Type any table;Type csequence;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1159;SAP; Identify the types of layout managers. ;4;FlowLayout;RowLayout;ColumnLayout;MatrixLayout;GridLayout;TreeLayout;NULL;NULL;NULL;NULL;NULL;1;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL
1160;SAP; Which statement is true?;1;A database LUW must be placed within an SAP LUW.;An SAP LUW must be placed within a database LUW.;A database�LUW�cannot be placed within an SAP�LUW.;A database�LUW�must be placed without an SAP�LUW.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1161;SAP; can you search for suitable classic Business Add-Ins(BAdIs)?;2;Search for suitable entries in the relevant component in the Implementation Guide (IMG);Search in an application program for the method GET_INSTANCE of class CL_EXITHANDLER;Use the SAP menu Tools -> ABAP Workbench -> Development -> Business Object Builder;Search in the Repository Information System and choose Enhancements - >Customer Exits;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1162;SAP; What is the best order to provide an event handler for an ALV?;1;Create the ALV', ' write the handler', ' register for the event', ' display the ALV;Register for the event', ' write the handler', ' create the ALV', ' display the ALV;Write the handler', ' register for the event', ' create the ALV', ' display the ALV;Write the handler', ' create the ALV', ' register for the event', ' display the ALV;Write the handler', ' create the ALV', ' display the ALV', ' register for the event;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1163;SAP; What data type you can create in the ABAP Dictionary?Please choose the correct answer;NULL;Secondary index;Type group;Structure;Lock object;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1164;SAP; Which of the following statements regarding search helps are true? ;3;You can use a maintenance view for the search help selection method.;You can use a database view for the search help selection method.;Help views can also be used for the selection method for search help.;You can use transparent tables for the search help selection method.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1165;SAP; Where can you define data types that can be used throughout the system?;3;In a method;In the ASAP Dictionary;In a function module;In a global interface;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1166;SAP; Which of the following statements are true?;2;Static attributes can be declared only in the private visibility section of the class.;Static attributes are declared with the CLASS-DATA statement.;A static attribute is the same across all instances of the class. There is only one static attribute across all instances of the class.;Static attributes cannot be changed by an object.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1167;SAP; What is variable-length structure called?;1;Nested link structure;Nested structure;Flat structure;Link structure;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1168;SAP; SAP enhancements for customer exits are managed by which transaction?;1;Transaction SMOD;Transaction CMOD;Neither transaction listed here;Application�CMOD;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1169;SAP; You want to loop over an internal table without copying each table row to a work area. How can you achieve this using a field symbol?;1;LOOP ... INTO <field_symbol> TRANSPORTING ... ENDLOOP.;LOOP ...ASSIGNING <field_symbol> ...ENDLOOP.;LOOP ... REFERENCE INTO <field_symbol> ... ENDLOOP.;LOOP ...INTO <field_symbol> ...ENDLOOP.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1170;SAP; Which ABAP Dictionary object can reference a domain?;1;Structure;Database table field;Table type;Data element;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1171;SAP; What can be defined using an implicit enhancement option?;3;Replacements for global SAP methods;Additional attributes in global SAP classes;Replacement for SAP function modules;Additional parameters in SAP function modules;Additional exceptions in SAP function modules;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1172;SAP; ABAP is a programming language that�;4;Executes on all three levels of the three-tier architecture.;Controls the business logic.;Processes and formats data.;Interacts with the user.;Separates program code from language text.;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
1173;SAP; Which elementary field types are considered a character type?;5;C;D;F;I;N;STRING;T;X;XSTRING;NULL;NULL;1;1;0;0;1;1;1;0;0;NULL;NULL
1174;SAP; Your program uses class CL_GUI_ALV_GRID to generate a classic ALV Grid Control. What do you need in your program to react to a user double-clicking a row in the ALV Grid?;3;A SET HANDLER statement to register the handler to the event;A method call to raise the double_click event;A handler class;A handler method for the double_click event;A method call to refresh the display;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1175;SAP; You have implemented a class CL_CUSTOMER in which you defined a private attribute. From where can you access this attribute directly?;2;From all methods of all subclasses of CL_CUSTOMER;From all methods of the class CL_CUSTOMER;From all methods of a class to which CL_CUSTOMER grants friendship;From any program using the class CL_CUSTOMER;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1176;SAP; Which comparison operators can you use in a logical expression related to the WHERE clause of�the SELECT statement? � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � � �;3;GT (greater than);LIKE (fits pattern);CO (contains only);CP (covers pattern);EQ (equals);NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL
1177;SAP; What is the allowed length of the ABAP Dictionary data type DF34_RAW?;1;The allowed length is between 1 and 34 digits.;The allowed length is between 1 and 31 digits.;The allowed length is between 0 and 33 digits.;The allowed length is 34 digits.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1178;SAP; Which must a search help do?;4;Use a table or a view for data selection;Determine the values for selection by the user;Have a dialog with the user;Allow the user to select a response;Be used from a screen;NULL;NULL;NULL;NULL;NULL;NULL;0;1;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL
1179;SAP; What can you create using the ABAP Dictionary?;3;Domains;Type pools;Transparent tables;Field symbols;Internal tables;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL
1180;SAP; What are characteristics of a hashed internal table?;2;It can be accessed using the key.;It must have a unique key.;It can have a non-unique key.;It can be accessed using the index.;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1181;SAP; In which order do you implement a new BAdI?;1;Create� BAdI Implementation;Create Enhancement Spot Implementation;Create BAdI Implementation;Create Enhancement Project;Create Enhancement Spot Implementation;Create BAdI Implementation;Create Enhancement Project;Create BAdI Implementation;NULL;NULL;NULL;0;0;0;0;1;0;0;0;NULL;NULL;NULL
1182;SAP; Where can you define data types that can be accessed directly by all ABAp repository objects in an SAP system?;2;In a function module;In a global class;In a method;In the ABAP dictionary;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1183;SAP; Which statements are true?;5;The ALV Grid uses a reference to the data table for display.;The ALV Object Model uses a reference to the data table for display.;The ALV Grid can define a sort criteria for initial display.;The ALV Object Model can define a sort criteria for initial display.;The ALV Grid requires a table refresh after programmatically changing the ALV.;The ALV Object Model requires a table refresh after programmatically changing the ALV.;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;0;NULL;NULL;NULL;NULL;NULL
1184;SAP; Which of the following ABAP data types are compatible with the generic character-type CLIKE?;3;STRING;N;C;XSTRING;DECFLOAT;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL
1185;SAP; Each work process� ;3;Is independent of other work processes.;Uses a pool of database connections established when the SAP NetWeaver Application Server ABAP started.;Uses a database connection to a work process established when the SAP NetWeaver Application Server ABAP started.;Can only make database changes within a single database LUW.;Can make database changes spanning multiple database LUWs.;NULL;NULL;NULL;NULL;NULL;NULL;1;0;1;1;0;NULL;NULL;NULL;NULL;NULL;NULL
1186;SAP; What is the purpose of implicit enhancement points?;1;To add fields to an SAP database table;To add code to a standard SAP program;To change code in a standard SAP program;To create a secondary index for an SAP database table;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0;1;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1187;SAP; Which of the following ABAP standard types are incomplete?;2;N;STRING;F;X;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0;0;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL
